"gvkey","tic","conm","prccq"
117116,"KZIA","KAZIA THERAPEUTICS LTD",0.9
117141,"EFSC","ENTERPRISE FINL SERVICES CP",40.8
117145,"SBSAA","SPANISH BROADCASTING SYS INC",1.15
117161,"STL","STERLING BANCORP",23.25
117260,"HT","HERSHA HOSPITALITY TRUST",18.51
117768,"NVDA","NVIDIA CORP",104.3
117829,"AUPH","AURINIA PHARMACEUTICALS INC",6.13
117845,"MSBC","MISSION BANCORP/CA",42.25
117861,"AXL","AMERICAN AXLE & MFG HOLDINGS",15.6
117901,"CZFC","CITIZENS FIRST CORP",22.14
117902,"ETM","ENTERCOM COMMUNICATIONS CORP",10.35
118042,"EWBC","EAST WEST BANCORP INC",58.58
118081,"AMRI","ALBANY MOLECULAR RESH INC",21.7
118122,"APTV","APTIV PLC",87.65
118181,"TINTF","TINTINA RESOURCES INC",0.12
118183,"BUR","BURCON NUTRASCIENCE CORP",1.35
118223,"EPAY","BOTTOMLINE TECHNOLOGIES INC",25.69
118261,"FVRG","FOREVERGREEN WORLDWIDE CORP",0.22
118264,"GBL","GAMCO INVESTORS INC",29.6
118267,"KFY","KORN/FERRY INTERNATIONAL",32.4
118441,"ARREF","AMERIGO RESOURCES LTD",0.55
118525,"EBTC","ENTERPRISE BANCORP INC/MA",35.54
119013,"CGXEF","CGX ENERGY INC",0.082
119154,"GOVB","GOUVERNEUR BANCORP INC",14.75
119173,"AUTO","AUTOWEB INC",12.61
119275,"MKSI","MKS INSTRUMENTS INC",67.3
119297,"MCUJF","MEDICURE INC",8.27
119314,"PCLN","PRICELINE GROUP INC",1870.52
119316,"TREX","TREX CO INC",67.66
119414,"CFFN","CAPITOL FEDERAL FINL INC",14.21
119436,"3FBPI","FIRST BANCORP INDIANA INC",20.8
119476,"CKKFF","CORDY OILFIELD SERVICES INC",0.025
119513,"OBAS","OPTIBASE LTD",10
119574,"EXTR","EXTREME NETWORKS INC",9.22
119594,"HGT","HUGOTON ROYALTY TRUST",1.8
119615,"SEOVF","SERNOVA CORP",0.265
119617,"7687B","APOLLO MEDICAL HLDG INC-OLD",10
119714,"ATLC","ATLANTICUS HOLDINGS CORP",2.66
120048,"HSII","HEIDRICK & STRUGGLES INTL",21.75
120093,"CNX","CNX RESOURCES CORPORATION",14.94
120297,"LPNT","LIFEPOINT HEALTH INC",67.15
120301,"UONEK","URBAN ONE INC",2.25
120318,"TOWN","TOWNEBANK",30.8
120334,"SWIR","SIERRA WIRELESS INC",28.1
120358,"TST","THESTREET INC",0.83
120444,"WCC","WESCO INTL INC",57.3
120456,"LOAN","MANHATTAN BRIDGE CAPITAL INC",5.95
120458,"RATE","BANKRATE INC",12.85
120654,"CMLEF","COMINAR REAL ESTATE INVT TR",12.71
120774,"BRCD","BROCADE COMMUNICATIONS SYS",12.57
120794,"TCP","TC PIPELINES LP",55
120824,"USCR","U S CONCRETE INC",78.55
120860,"AUDC","AUDIOCODES LTD",5.99
120877,"RAI","REYNOLDS AMERICAN INC",65.04
121073,"AMBZ","AMERICAN BUSINESS BANK/CA",42
121077,"FFIV","F5 NETWORKS INC",127.06
121096,"SMMCF","SUMMIT INDUSTRIAL INCM REIT",7.05
121142,"SKX","SKECHERS U S A INC",29.5
121154,"PNPFF","PINETREE CAPITAL LTD",2.14
121196,"BSHI","BOSS HOLDINGS INC",14.95
121198,"TNCGF","TIO NETWORKS CORP",3.32
121257,"GEC","GREAT ELM CAPITAL GROUP INC",3.4
121375,"NMXS","NET MEDICAL XPRESS SOLUTIONS",0.1
121376,"CTMCF","CANTERRA MINERALS CORP",0.035
121381,"PMBC","PACIFIC MERCANTILE BANCORP",8.8
121382,"SBAC","SBA COMMUNICATIONS CORP",134.9
121440,"UTHR","UNITED THERAPEUTICS CORP",129.73
121478,"SLNM","SALON MEDIA GROUP INC",0.15
121662,"MEET","THE MEET GROUP INC",5.05
121673,"STMP","STAMPS.COM INC",154.875
121713,"FISI","FINANCIAL INSTITUTIONS INC",29.8
121718,"JNPR","JUNIPER NETWORKS INC",27.88
121759,"IDSY","I D SYSTEMS INC",6.13
121793,"CYRN","CYREN LTD",2.05
121815,"ECPG","ENCORE CAPITAL GROUP INC",40.15
121817,"SALM","SALEM MEDIA GROUP INC",7.1
122017,"WJAFF","WESTJET AIRLINES LTD",23.15
122078,"EGOV","NIC INC",18.95
122154,"ADFJF","ADF GROUP INC",2.9
122172,"JCOM","J2 GLOBAL INC",85.09
122175,"VHC","VIRNETX HOLDING CORP",4.55
122194,"ATGFF","ALTAGAS LTD",29.68
122197,"DBRM","DAYBREAK OIL & GAS INC",0.03
122202,"DSNY","DESTINY MEDIA TECHNOLOGIES",0.23
122211,"HOFT","HOOKER FURNITURE CORP",43.45
122212,"GMO","GENERAL MOLY INC",0.3695
122229,"WNDW","SOLARWINDOW TECHNOLOGIES INC",3
122257,"BMRN","BIOMARIN PHARMACEUTICAL INC",90.82
122263,"PRZM","PRISM TECHNOLOGIES GROUP INC",0.38
122273,"TLRS","TIMBERLINE RESOURCES CORP",0.36
122380,"LII","LENNOX INTERNATIONAL INC",183.64
122394,"PRFT","PERFICIENT INC",18.64
122438,"PAZRF","PLAZA RETAIL REIT",4.6
122519,"FLWS","1-800-FLOWERS.COM",9.75
122536,"ACTA","ACTUA CORP",14.05
122537,"IIJI","INTERNET INITIATIVE JAPAN INC",9.01
122775,"NWVCF","ENWAVE CORP",1.02
122777,"PCOM","POINTS INTERNATIONAL LTD",9.04
122841,"RHT","RED HAT INC",89.57
122874,"IGLD","INTERNET GOLD-GOLDEN LINES",9.1622
122902,"NTCT","NETSCOUT SYSTEMS INC",34.4
122915,"ARLP","ALLIANCE RESOURCE PTNRS  -LP",18.9
122916,"COOL","POLARITYTE INC",11.4
123056,"CUUHF","STUART OLSON INC",5.33
123415,"CJREF","CORUS ENTERTAINMENT INC",13.36
123435,"LICT","LICT CORP",10000
123455,"AGI","ALAMOS GOLD INC",7.18
123456,"MXGFF","MAXIM POWER CORP",2.72
123998,"SWKH","SWK HOLDINGS CORP",11.05
124036,"EGAN","EGAIN CORP",1.65
124042,"MFC","MANULIFE FINANCIAL CORP",24.31
124046,"SNH","SENIOR HOUSING PPTYS TRUST",20.44
124254,"OMN","OMNOVA SOLUTIONS INC",8.65
124355,"ATGN","ALTIGEN COMMUNICATIONS INC",0.225
124358,"INAP","INTERNAP CORP",3.67
124395,"USNU","US NEUROSURGICAL HOLDINGS",0.5
124434,"BLK","BLACKROCK INC",422.41
124597,"KTHN","KATAHDIN BANKSHARES CORP",13.5
124617,"UGP","ULTRAPAR PARTICIPACOES SA",23.53
124775,"CIR","CIRCOR INTL INC",59.38
125014,"PCTI","PCTEL INC",7.08
125074,"RDWR","RADWARE LTD",17.54
125234,"CIZN","CITIZENS HOLDING CO",26
125238,"PLSDF","PULSE SEISMIC INC",2.6
125239,"SIFY","SIFY TECHNOLOGIES LTD -ADR",0.7102
125240,"WWE","WORLD WRESTLING ENTMT INC",20.37
125274,"BSQR","BSQUARE CORP",5.6
125276,"CRDSQ","CROSSROADS SYSTEMS INC",3.43
125376,"PGTK","PACIFIC GREEN TECHNOLOGIES",1
125378,"PTNR","PARTNER COMMUNICATIONS CO",5.17
125531,"OPXA","OPEXA THERAPEUTICS INC",0.65
125580,"SFST","SOUTHERN FIRST BANKSHARES",37.05
125595,"AKAM","AKAMAI TECHNOLOGIES INC",49.81
125600,"TKOI","TELKONET INC",0.1795
125601,"GAIA","GAIA INC",11.2
125604,"PLUG","PLUG POWER INC",2.04
125794,"NEO","NEOGENOMICS INC",8.96
125863,"TCLRY","TECHNICOLOR SA",4.355
125975,"CLCT","COLLECTORS UNIVERSE INC",24.85
126010,"FSI","FLEXIBLE SOLUTIONS INTL INC",1.8572
126020,"IDN","INTELLICHECK INC",3.89
126036,"PZG","PARAMOUNT GOLD NEVADA CORP",1.54
126056,"KTOS","KRATOS DEFENSE & SECURITY",11.87
126122,"ONCYF","ONCOLYTICS BIOTECH INC",0.52
126136,"CHTR","CHARTER COMMUNICATIONS INC",336.85
126296,"EXPE","EXPEDIA INC",148.95
126314,"MYDP","DOUGHERTYS PHARMACY INC",0.1955
126318,"IMMR","IMMERSION CORP",9.08
126417,"FNSR","FINISAR CORP",22.84
126423,"RTEC","RUDOLPH TECHNOLOGIES INC",22.85
126462,"ZPCM","NZCH CORP",0.301
126474,"BFGIF","BOYD GROUP INCOME FUND",96.15
126496,"CRTN","CARTESIAN INC",0.7499
126554,"A","AGILENT TECHNOLOGIES INC",55.05
126555,"ALSK","ALASKA COMMUNICATIONS SYS GP",2.2
126596,"ICABY","I-CABLE COMMUNICATIONS LTD",1.255
126634,"CSFFF","CAPSTONE MINING CORP",0.94
126678,"ZMSPF","ZECOTEK PHOTONICS INC",0.255
126718,"PFSW","PFSWEB INC",8.26
126721,"TDY","TELEDYNE TECHNOLOGIES INC",127.65
126759,"BAYK","BAY BANKS OF VIRGINIA INC",9.3
126977,"CTNXF","CORNERSTONE CAPITAL RES INC",0.46
127034,"MMIRF","MEDMIRA INC",0.03
127077,"PGUS","PROGREEN US INC",0.0214
127094,"XOXO","XO GROUP INC",17.62
127377,"BGCP","BGC PARTNERS INC",12.64
127380,"RVARF","GROSVENOR RESOURCE CORP",0.17
127383,"WPCS","WPCS INTERNATIONAL INC",1.35
127437,"OCPFF","DUNNEDIN VENTURES INC",0.285
127514,"MBXBF","MICROBIX BIOSYSTEMS INC",0.305
127616,"MSMGF","MUSTANG MINERALS CORP",0.015
127797,"MFSF","MUTUALFIRST FINANCIAL INC",35.7
128021,"PRTX","PROTALEX INC",0.7
128039,"3PSBQ","PSB HOLDINGS INC/WI",66.7499
128078,"IIPZF","INTERRENT REAL ESTATE INV TR",8.09
128121,"QTRH","QUARTERHILL INC",1.44
128765,"WDOFF","WESDOME GOLD MINES LTD",3.05
128978,"PKG","PACKAGING CORP OF AMERICA",111.39
129439,"FULO","FULLNET COMMUNICATIONS INC",0.04
129441,"ZYXI","ZYNEX INC",0.6
129466,"AGEN","AGENUS INC",3.91
129472,"IDLLF","INDUSTRIAL ALLIANCE INS &FIN",56.26
129823,"BBGI","BEASLEY BROADCAST GROUP INC",9.8
129840,"MATR","MATTERSIGHT CORP",2.55
130199,"DBOXF","D-BOX TECHNOLOGIES INC",0.365
130402,"SLMXF","SLAM EXPLORATION LTD",0.045
130498,"GIGM","GIGAMEDIA LTD",3.15
130525,"USAS","AMERICAS SILVER CORP",3.73
130598,"FCMGF","FIRM CAPITAL MORTGAGE INV CP",13.25
130618,"PBA","PEMBINA PIPELINE CORP",42.95
130638,"RSGUF","ROGERS SUGAR INC",6.34
132358,"XTGRF","XTRA-GOLD RESOURCES CORP",0.195
132482,"ONVI","ONVIA INC",4.4
132499,"CTPNF","CORTEX BUSINESS SOLUTIONS",3.69
132525,"UTSI","UTSTARCOM HOLDINGS CORP",2.34
132602,"OCQLF","01 COMMUNIQUE LABORATORY INC",0.035
132644,"DTRM","DETERMINE INC",2.63
132738,"NEVDF","NEVADA COPPER CORP",0.49
132740,"IFNNY","INFINEON TECHNOLOGIES AG",21.083
132799,"CSTI","COSTAR TECHNOLOGIES INC",10
133104,"KT","KT CORP",16.64
133288,"SLAB","SILICON LABORATORIES INC",68.35
133289,"SLF","SUN LIFE FINANCIAL INC",46.36
133364,"ALSWF","ABSOLUTE SOFTWARE CORP",7.68
133366,"EW","EDWARDS LIFESCIENCES CORP",118.24
133367,"EPC","EDGEWELL PERSONAL CARE CO",76.02
133468,"RIGL","RIGEL PHARMACEUTICALS INC",2.73
133471,"OROXF","OROSUR MINING INC",0.25
133504,"LMNX","LUMINEX CORP",21.12
133564,"CAMT","CAMTEK LTD",4.83
133726,"CCMP","CABOT MICROELECTRONICS CORP",73.83
133727,"CHNUF","CHINA EDUCATION RESOURCES",0.135
133764,"EBMT","EAGLE BANCORP MONTANA INC",18.1
133766,"HSTM","HEALTHSTREAM INC",26.32
133768,"MET","METLIFE INC",54.94
133825,"SPRT","SUPPORT.COM INC",2.33
133844,"IWSY","IMAGEWARE SYSTEMS INC",1
133868,"LXRX","LEXICON PHARMACEUTICALS INC",16.45
133869,"LPSN","LIVEPERSON INC",11
133870,"PTR","PETROCHINA CO LTD",61.28
133871,"SGMO","SANGAMO THERAPEUTICS INC",8.8
133885,"EXEL","EXELIXIS INC",24.63
133905,"NVMI","NOVA MEASURING INSTRUMENTS",22.09
133944,"OCLR","OCLARO INC",9.34
133947,"BCEKF","BEAR CREEK MINING CORP",2.1
133949,"QBAK","QUALSTAR CORP",5.12
134044,"SINA","SINA CORP",84.97
134305,"MAG","MAG SILVER CORP",13.04
134450,"KIRY","KIEWIT ROYALTY TRUST",0.475
134504,"YOSN","YOSEN GROUP INC",0.398
134932,"ON","ON SEMICONDUCTOR CORP",14.04
135044,"PXLW","PIXELWORKS INC",4.59
135145,"CCOXF","CANDENTE COPPER CORP",0.075
135410,"FOSI","FRONTIER OILFIELD SRVCS INC",0.2597
135425,"TRCB","TWO RIVER BANCORP",18.59
135484,"FTR","FRONTIER COMMUNICATIONS CORP",1.16
135788,"CEVA","CEVA INC",45.45
135844,"ISSC","INNOVATIVE SOLTNS & SUPP INC",4.4
135965,"RBBN","RIBBON COMMUNICATIONS INC",7.44
135990,"NRG","NRG ENERGY INC",17.22
136186,"INSM","INSMED INC",17.16
136265,"PACW","PACWEST BANCORP",46.7
136287,"SOIGF","STRATA OIL & GAS INC",0.0249
136306,"PCOA","PENDRELL CORP",7.23
136648,"VC","VISTEON CORP",102.06
136684,"BEP","BROOKFIELD RENEWABLE PRTS LP",31.94
136725,"ISRG","INTUITIVE SURGICAL INC",935.37
136844,"BOTJ","BANK OF THE JAMES FINANCIAL",14.96
137024,"BAS","BASIC ENERGY SERVICES INC",24.9
137066,"CHU","CHINA UNICOM (HONG KONG) LTD",14.96
137069,"TIKRF","TIKCRO TECHNOLOGIES LTD",0.33
137090,"BLUSF","BELLUS HEALTH INC",0.445
137131,"CRL","CHARLES RIVER LABS INTL INC",101.15
137135,"HSB.PC","HSBC BANK CDA",25.2
137230,"MVC","MVC CAPITAL INC",9.04
137310,"MRVL","MARVELL TECHNOLOGY GROUP LTD",15.02
137351,"BHLB","BERKSHIRE HILLS BANCORP INC",35.15
137356,"MBIOF","MOBIO TECHNOLOGIES INC",0.08
137370,"AMBK","AMERICAN BANK INC/PA",10.904
137373,"CPST","CAPSTONE TURBINE CORP",0.68
137377,"EXFO","EXFO INC",4.85
137432,"DLA","DELTA APPAREL INC",22.18
137433,"MBT","MOBILE TELESYSTEMS PJSC",8.38
137434,"IGOI","IGO INC",3.09
137435,"NTES","NETEASE INC",300.63
137441,"ZIVO","ZIVO BIOSCIENCE INC",0.06
137573,"ENTG","ENTEGRIS INC",21.95
137602,"ACLS","AXCELIS TECHNOLOGIES INC",20.95
137609,"MAXR","MAXAR TECHNOLOGIES LIMITED",67.48
137611,"SOHU","SOHU.COM INC",45.06
137612,"TKC","TURKCELL ILETISIM HIZMET",8.2
137642,"PTIE","PAIN THERAPEUTICS INC",4.15
137720,"CLYXF","CALYX BIO-VENTURES INC",0.07
137874,"SMTX","SMTC CORP",1.2902
137943,"EVC","ENTRAVISION COMMUNICATIONS",6.6
137944,"GGAL","GRUPO FINANCIERO GALICIA SA",42.64
138020,"WLBMF","WALLBRIDGE MINING CO LTD",0.07
138122,"ARNA","ARENA PHARMACEUTICALS INC",16.87
138126,"KERX","KERYX BIOPHARMACEUTICALS INC",7.23
138205,"ILMN","ILLUMINA INC",173.52
138341,"CRIS","CURIS INC",1.89
138467,"LTRX","LANTRONIX INC",2.43
138483,"BRKR","BRUKER CORP",28.84
138501,"CRNT","CERAGON NETWORKS LTD",2.55
138521,"MNDO","MIND CTI LTD",2.509
138541,"BKGMF","BANKGUAM HOLDING CO",12
138601,"PIOE","P10 HOLDINGS INC",0.5
138608,"MDCO","MEDICINES CO",38.01
138707,"RTIX","RTI SURGICAL INC",5.85
138743,"EQIX","EQUINIX INC",429.16
138781,"CGEN","COMPUGEN LTD",3.8
138841,"CYSNF","C-COM SATELLITE SYSTEMS INC",0.97
138861,"BEL","BELMOND LTD",13.3
138922,"POCEF","PHOTON CONTROL INC",1.41
138961,"OIIM","O2MICRO INTERNATIONAL LTD",1.96
139025,"PNFP","PINNACLE FINL PARTNERS INC",62.8
139227,"VNNHF","BELO SUN MINING CORP",0.6
139665,"MCO","MOODY'S CORP",121.68
139705,"MBCN","MIDDLEFIELD BANC CORP",50.4
139804,"TTMI","TTM TECHNOLOGIES INC",17.36
139986,"CAWLF","CWC ENERGY SERVICES CORP",0.205
140023,"DCTH","DELCATH SYSTEMS INC",0.197
140042,"VRML","VERMILLION INC",1.84
140044,"DRRX","DURECT CORP",1.56
140045,"ASR","GRUPO AEROPORTUARIO SURESTE",210.4
140046,"MECVF","MEDIAGRIF INTERACTIVE TECH",15.38
140072,"SPYG","SPDR S&P 500 GROWTH",118.24
140073,"ITGR","INTEGER HOLDINGS CORP",43.25
140166,"AXMIF","AXMIN INC",0.0225
140167,"AITVF","ASIAN TELEVISION NETWRK INTL",0.92
140170,"BCDMF","KUUHUBB INC",1.2
140182,"CYMHF","CYMAT TECHNOLOGIES LTD",0.25
140185,"ENPRF","CURRENT WATER TECHGS INC",0.105
140187,"GALKF","GALANTAS GOLD CORP",0.08
140191,"FOSYF","FORSYS METALS CORP",0.13
140202,"HBEXF","HORNBY BAY MINERAL EXPL INC",0.055
140207,"MLRKF","MILLROCK RESOURCES INC",0.375
140222,"NFD.A","NORTHFIELD CAPITAL CORP",26.5
140226,"PEATF","PEAT RESOURCES LTD",0.015
140227,"GOLDF","PELE MOUNTAIN RESOURCES",0.02
140229,"TELLF","TELLZA INC",1.52
140233,"RMIOF","ROMIOS GOLD RESOURCES INC",0.05
140363,"BAA","BANRO CORP",0.72
140367,"CQRLF","CONQUEST RESOURCES LTD",0.025
140370,"YEWTF","ENVIRONMENTAL WASTE INTL",0.06
140372,"GUYFF","GUYANA GOLDFIELDS INC",6.08
140387,"MGAFF","MEGA URANIUM LTD",0.2
140394,"PROBF","PROBE METALS INC",1.34
140481,"SPYV","SPDR S&P 500 VALUE",113.67
140541,"TPR","TAPESTRY INC",47.34
140565,"SLCT","SELECT BANCORP INC",12.22
140568,"CEMI","CHEMBIO DIAGNOSTICS INC",6.05
140602,"SPTM","SPDR PRTF TOTAL STCK MKT ETF",180.81
140669,"RMLFF","RUSORO MINING LTD",0.125
140672,"ARLZ","ARALEZ PHARMACEUTICALS INC",1.35
140674,"TDGCF","TRINIDAD DRILLING LTD",1.95
140720,"PSCSF","CERUS ENERGY GROUP LTD",0.105
140756,"SNP","CHINA PETROLEUM & CHEM CORP",78.6
140760,"MON","MONSANTO CO",117.42
140821,"CUK","CARNIVAL CORP/PLC (GBR)",64.19
140902,"NIHD","NII HOLDINGS INC",0.804
140910,"HYGS","HYDROGENICS CORP",10.1
140938,"VBFC","VILLAGE BANK AND TRUST FINL",31.7
140982,"LTBR","LIGHTBRIDGE CORP",1.73
140983,"BKMU","BANK MUTUAL CORP",9.15
140988,"TNET","TRINET GROUP INC",32.74
141006,"SFRX","SEAFARER EXPLORATION CORP",0.0019
141099,"EFLVF","ELECTROVAYA INC",1.26
141158,"IRCP","IRSA PROPIEDADES COMERCIALES",57
141178,"INSG","INSEEGO CORP",1.25
141197,"ARRY","ARRAY BIOPHARMA INC",8.37
141239,"TKAGY","TELEKOM AUSTRIA AG",15.694
141257,"HMT.","HALMONT PROPERTIES CORP",0.85
141277,"EXAS","EXACT SCIENCES CORP",35.37
141278,"MOSY","MOSYS INC",1.71
141308,"ATIXF","ANALYTIXINSIGHT INC",0.205
141309,"WCTXF","LICO ENERGY METALS INC",0.135
141310,"LRTEF","LANESBOROUGH REIT",0.03
141337,"DGNOF","DIAGNOS INC",0.14
141359,"RECN","RESOURCES CONNECTION INC",12.55
141363,"NS","NUSTAR ENERGY LP",46.63
141384,"ALGN","ALIGN TECHNOLOGY INC",150.12
141459,"GRMN","GARMIN LTD",51.03
141460,"SGEN","SEATTLE GENETICS INC",51.74
141462,"GNRT","GENER8 MARITIME INC",5.69
141469,"HBIO","HARVARD BIOSCIENCE INC",2.55
141496,"DVAX","DYNAVAX TECHNOLOGIES CORP",9.65
141498,"HRTFF","HARTE GOLD CORP",0.63
141536,"NOATF","LEGEND GOLD CORP",0.015
141537,"RW.","RENOWORKS SOFTWARE INC",0.42
141562,"POHEF","PLANET HEALTH CORP",1.2
141662,"DYFSF","DYNACERT INC",0.83
141663,"KMMPF","KILLAM APARTMENT REIT",12.74
141667,"PFLC","PACIFIC FINANCIAL CORP",8.65
141680,"COGLF","CHELSEA OIL AND GAS LTD",0.003
141720,"ETP","ENERGY TRANSFER PARTNERS -LP",20.39
141781,"GNWSF","GENENEWS LTD",0.19
141846,"ACAD","ACADIA PHARMACEUTICALS INC",27.89
141881,"HMDPF","HAMMOND POWER SOLUTIONS INC",6.95
141887,"VRME","VERIFYME INC",0.07
141913,"GPN","GLOBAL PAYMENTS INC",91.61
142088,"CSFL","CENTERSTATE BANK CORP",24.86
142090,"PUXPF","PUMA EXPLORATION INC",0.07
142129,"BWTL","BOWLIN TRAVEL CENTERS INC",2
142150,"ATADF","ATAC RESOURCES LTD",0.6
142212,"CGLDF","CORE GOLD INC",0.32
142229,"HUDRF","HUDSON RESOURCES INC",0.435
142230,"MMP","MAGELLAN MIDSTREAM PRTNRS LP",71.27
142248,"AMX","AMERICA MOVIL SA DE CV",15.92
142260,"OIS","OIL STATES INTL INC",27.15
142281,"IBB","ISHARES NASDAQ BIOTECH ETF",310.08
142337,"NOG","NORTHERN OIL & GAS INC",1.4
142391,"TAT","TRANSATLANTIC PETROLEUM LTD",1.2
142419,"ATBEF","SYMBILITY SOLUTIONS INC",0.405
142443,"BIREF","BIRCHCLIFF ENERGY LTD",6.11
142539,"TXDSF","NOBLE IRON INC",0.3
142540,"CEO","CNOOC LTD",109.41
142546,"MPX","MARINE PRODUCTS CORP",15.61
142606,"PLG","PLATINUM GROUP METALS LTD",1.07
142812,"SNMX","SENOMYX INC",0.83
142814,"SYNA","SYNAPTICS INC",51.71
142885,"EUUNF","AZARGA METALS CORP",0.165
142932,"MNDJF","MANDALAY RESOURCES CORP",0.375
142953,"MDLZ","MONDELEZ INTERNATIONAL INC",43.19
142956,"OMCL","OMNICELL INC",43.1
143055,"CRDAF","CORONADO RESOURCES LTD",0.26
143153,"SHBI","SHORE BANCSHARES INC",16.45
143217,"ADTR","ALLIANCE MEDIA HOLDINGS INC",0.4
143240,"FIRT","FIRST BANCTRUST CORP",20.65
143282,"SISXF","SAVARIA CORP",15.94
143297,"JINFF","CHINA GOLD INTL RSRCS CP LTD",1.98
143299,"EAIAF","EAST ASIA MINERALS CORP",0.53
143356,"PRU","PRUDENTIAL FINANCIAL INC",108.14
143357,"ACN","ACCENTURE PLC",124.47
143403,"JE","JUST ENERGY GROUP INC",6.8
143421,"WMGI","WRIGHT MEDICAL GROUP NV",27.49
143526,"RVP","RETRACTABLE TECHNOLOGIES INC",1.27
143584,"FACDF","FIRST ASSET DVSFD CNV DEB FD",13.88
143609,"SIUMF","SOLIUM CAPITAL INC",9.81
143710,"GLPW","GLOBAL POWER EQUIPMENT GROUP",3.45
143712,"QQQFF","QUIZAM MEDIA CORP",0.07
143748,"BOREF","BOREALIS EXPLORATION LTD",5.25
143770,"NVCN","NEOVASC INC",1.38
143788,"RSCF","REFLECT SCIENTIFIC INC",0.04
143909,"FENC","FENNEC PHARMACEUTICALS INC",6.35
143912,"AAXN","AXON ENTERPRISE INC",25.14
143974,"ADS","ALLIANCE DATA SYSTEMS CORP",256.69
143979,"HEOFF","H2O INNOVATION INC",1.32
144009,"WLTW","WILLIS TOWERS WATSON PLC",145.46
144032,"JNEXF","JUNEX INC",0.445
144058,"OPCO","OURPETS CO",1.55
144066,"COL","ROCKWELL COLLINS INC",105.08
144084,"RRFFF","RIFCO INC",1.59
144096,"CUPUF","CARIBBEAN UTILITIES CO LTD",13.4567
144101,"EXNT","ENXNET INC",0.02
144122,"MVBF","MVB FINANCIAL CORP",13.2
144183,"AKG","ASANKO GOLD INC",1.53
144382,"NEPT","NEPTUNE TECH & BIORESSOURCES",1.1
144396,"CCRN","CROSS COUNTRY HEALTHCARE INC",12.91
144435,"BG","BUNGE LTD",74.6
144436,"BABY","NATUS MEDICAL INC",37.3
144437,"PDFS","PDF SOLUTIONS INC",16.45
144475,"CGIFF","CHEMTRADE LOGISTICS INCM FD",18.19
144476,"FLCR","FULLCIRCLE REGISTRY INC",0.0043
144496,"UBS","UBS GROUP AG",16.98
144520,"AMN","AMN HEALTHCARE SERVICES INC",39.05
144535,"HDB","HDFC BANK LTD",86.97
144559,"ZBH","ZIMMER BIOMET HOLDINGS INC",128.4
144640,"ABG","ASBURY AUTOMOTIVE GROUP INC",56.55
144727,"GCFB","GRANITE CITY FOOD & BREWERY",0.67
144887,"NWBO","NORTHWEST BIOTHERAPEUTICS",0.164
144998,"XPO","XPO LOGISTICS INC",64.63
145022,"CMRZF","COMMERCE RESOURCES CORP",0.07
145024,"GLAD","GLADSTONE CAPITAL CORP",9.83
145041,"BGFV","BIG 5 SPORTING GOODS CORP",13.05
145042,"ABCO","ADVISORY BOARD CO",51.5
145046,"ANTM","ANTHEM INC",188.13
145049,"GME","GAMESTOP CORP",22.69
145080,"DRAD","DIGIRAD CORP",4.05
145108,"TSTIF","TSO3 INC",3.09
145162,"PVS.PR.B","PARTNERS VALUE SPLIT CORP",25.21
145206,"NPHC","NUTRA PHARMA CORP",0.0011
145308,"WTW","WEIGHT WATCHERS INTL INC",33.42
145407,"CREG","CHINA RECYCLING ENERGY CORP",1.31
145552,"CNC","CENTENE CORP",79.88
145577,"RVXCF","RESVERLOGIX CORP",1.99
145636,"CHFN","CHARTER FINANCIAL CORP/MD",18
145701,"PFG","PRINCIPAL FINANCIAL GRP INC",64.07
145812,"CPG","CRESCENT POINT ENERGY CORP",9.92
145977,"AAP","ADVANCE AUTO PARTS INC",116.59
146017,"AYI","ACUITY BRANDS INC",162.91
146117,"LQMT","LIQUIDMETAL TECHNOLOGIES",0.2855
146140,"PDM","PIEDMONT OFFICE REALTY TRUST",21.08
146156,"ALR","ALERE INC",50.19
146171,"MANT","MANTECH INTL CORP",41.38
146352,"ACH","ALUMINUM CORP CHINA LTD",12.88
146500,"FVE","FIVE STAR SENIOR LIVING INC",1.5
146581,"AJSB","AJS BANCORP INC",14.7
146607,"WNEB","WESTERN NEW ENG BANCORP INC",10.15
146616,"CORT","CORCEPT THERAPEUTICS INC",11.8
146648,"CUTR","CUTERA INC",25.9
146659,"HUSA","HOUSTON AMERN ENERGY CORP",0.75
146669,"ERHE","ERHC ENERGY INC",1e-04
146734,"BKFG","BKF CAPITAL GROUP INC",7.5
147086,"DIOSF","DIOS EXPLORATION INC",0.065
147183,"LODE","COMSTOCK MINING INC",0.1828
147204,"CCOI","COGENT COMMUNICATIONS HLDGS",40.1
147242,"VRNT","VERINT SYSTEMS INC",39.3
147249,"JANL","JANEL CORP",8.89
147303,"DS","DRIVE SHACK INC",3.15
147305,"JBLU","JETBLUE AIRWAYS CORP",22.83
147312,"BCBP","BCB BANCORP INC",15.3
147329,"AWRRF","A&W REVENUE ROYALTIES INC FD",34.55
147349,"UNXLQ","UNI-PIXEL INC",0.382
147352,"MGHL","MORGAN GROUP HOLDING CO",0.23
147369,"BVPIF","REDWOOD LOW VOLATI HIGH INCM",9.61
147398,"TNP","TSAKOS ENERGY NAVIGATION LTD",4.8
147501,"DSOX","TRITON EMISSION SOLUTIONS",0.0174
147502,"VLCJF","VELOCITY MINERALS LTD",0.31
147504,"FLYLF","FLYHT AEROSPACE SOLUTIONS",0.225
